Speaker	Task	City	Region	Gender	Ethnicity	Generation	Word	Vowel	Preceding Phone	Aspirated	Following Phone	Following Class	Begin Time (s)	End Time (s)	Duration (ms)	F0 20%	F0 50%	F0 80%	F1 20%	F1 50%	F1 80%	F2 20%	F2 50%	F2 80%	F3 20%	F3 50%	F3 80%	Normalized F1 20%	Normalized F1 50%	Normalized F1 80%	Normalized F2 20%	Normalized F2 50%	Normalized F2 80%	Notes	Outlier	Checked By	Date	Settings	Analyst	Date	Settings	Praat Version	OS
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	brag	æ	ɹ	n	g	G	696.23	696.36	128.83	202	201	205	786	819	748	1801	1832	1850	2265	2328	2384	-0.228875977	-0.187748686	-0.278429792	0.600264575	0.617330775	0.627108148		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	brag	æ	ɹ	n	g	G	1041.53	1041.65	116.44	196	199	210	807	835	681	1770	1819	1911	2225	2329	2348	-0.202509102	-0.168401045	-0.372270464	0.582902056	0.610209409	0.659549174		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dad	æ	d	n	d	C	220.59	220.78	189.57	215	226	233	699	791	742	2104	1806	1858	2316	2366	2644	-0.346182028	-0.222534802	-0.286483527	0.755762804	0.603036964	0.63142315		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dad	æ	d	n	d	C	528.65	528.84	190.76	222	220	224	666	892	807	2023	1907	1825	2463	2638	2524	-0.394543099	-0.102366637	-0.202509102	0.716504067	0.657453836	0.613502496		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dad	æ	d	n	d	C	1171.54	1171.74	209.34	198	199	207	727	885	776	2004	1762	1824	2833	2542	2612	-0.306906292	-0.110245125	-0.24168025	0.707067692	0.578372037	0.612954401		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	day	e	d	n	t	#	336.68	336.84	164.87	215	217	221	506	520	442	2242	2300	2297	2700	2729	2781	-0.669296101	-0.642003958	-0.804522888	0.819290834	0.844831632	0.843526433		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	day	e	d	n	t	#	776.85	777.01	161.49	213	215	219	520	521	444	2300	2338	2387	2867	2796	2844	-0.642003958	-0.640082728	-0.800008207	0.844831632	0.861218372	0.881959856		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	day	e	d	n	t	#	1213.97	1214.14	169.56	212	218	223	545	514	443	2280	2295	2391	2900	2772	3088	-0.595046975	-0.653609504	-0.802263	0.836097952	0.842655353	0.883634198		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dead	ɛ	d	n	d	C	152.30	152.43	131.09	210	211	215	550	638	611	1921	2084	2077	2105	2265	2614	-0.585914492	-0.437494487	-0.480735811	0.664768393	0.746211633	0.742847054		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dead	ɛ	d	n	d	C	674.46	674.59	129.71	216	211	214	597	646	604	2072	2079	2015	2873	2929	2742	-0.503915656	-0.425033266	-0.492258572	0.740436834	0.743809518	0.712541705		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dead	ɛ	d	n	d	C	1039.57	1039.68	114.95	206	202	206	593	623	610	2046	2015	2017	2943	2909	2957	-0.510638371	-0.461286251	-0.482373813	0.727809177	0.712541705	0.713533768		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dead	ɛ	d	n	d	C	7770.82	7770.95	129.71	203	200	201	608	639	570	2038	2016	2020	2492	2690	2828	-0.485657888	-0.435928315	-0.550196409	0.723891444	0.713037859	0.715020021		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	drag	æ	ɹ	n	g	G	390.56	390.69	128.68	227	234	242	813	860	631	1803	1798	1848	2353	2029	2134	-0.19510166	-0.138900381	-0.448526907	0.601374453	0.598597445	0.626026482		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	drag	æ	ɹ	n	g	G	728.15	728.30	153.60	208	216	220	836	888	792	1728	1732	1844	2459	2404	2371	-0.167204157	-0.106861027	-0.221271378	0.55888718	0.561199319	0.623859634		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	drag	æ	ɹ	n	g	G	1016.09	1016.21	125.11	208	209	213	833	852	709	1712	1723	1818	2241	2284	2324	-0.170799128	-0.148246243	-0.331977243	0.549584787	0.555989467	0.609659505		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dragging	æ	ɹ	n	g	G	415.51	415.63	118.30	223	228	233	778	799	628	1812	1868	2058	2225	2071	2365	-0.239106246	-0.212471824	-0.453292603	0.606353717	0.636790849	0.733657147		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dragging	æ	ɹ	n	g	G	644.26	644.40	137.42	196	195	210	710	827	666	1785	1737	1896	2285	2426	2280	-0.3305678	-0.178028075	-0.394543099	0.591340924	0.564081996	0.651668913		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dragging	æ	ɹ	n	g	G	873.87	873.97	102.19	195	202	207	824	871	572	1770	1824	1907	2275	2368	2410	-0.18166224	-0.126190793	-0.546693778	0.582902056	0.612954401	0.657453836		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dragon	æ	ɹ	n	g	G	251.31	251.44	121.87	200	203	209	792	834	653	1765	1770	1915	2285	2287	2341	-0.221271378	-0.169599368	-0.414255641	0.5800732	0.582902056	0.661640132		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dragon	æ	ɹ	n	g	G	767.05	767.18	125.11	214	229	242	756	742	569	1768	1813	1950	2304	2486	2452	-0.267791394	-0.286483527	-0.551952336	0.581771473	0.606905441	0.679751882		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	dragon	æ	ɹ	n	g	G	1054.67	1054.80	130.68	191	197	205	853	954	763	1748	1773	1967	2395	2512	2421	-0.147073222	-0.035169098	-0.258574739	0.570394786	0.584595536	0.688432049		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	egg	ɛ	t	n	g	G	182.99	183.12	128.83	240	228	234	692	642	454	2270	2314	2402	2811	2783	2821	-0.356246814	-0.431244466	-0.777735572	0.831702341	0.850900138	0.888224233		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	egg	ɛ	t	n	g	G	604.30	604.46	159.89	--undefined--	207	213	571	488	416	2452	2436	2408	2886	2894	2895	-0.54844356	-0.705517364	-0.86514751	0.908826527	0.902279859	0.890719037		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	egg	ɛ	t	n	g	G	892.43	892.55	125.73	217	216	222	517	463	425	2290	2343	2346	2852	2776	2752	-0.647789895	-0.758105716	-0.843743601	0.840474327	0.863354669	0.864634259		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	had	æ	h	n	d	C	135.69	135.82	133.36	226	224	227	908	863	675	1723	1788	1900	2361	2533	2579	-0.084588391	-0.135418079	-0.381120079	0.555989467	0.593020186	0.653776395		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	had	æ	h	n	d	C	514.11	514.25	146.49	202	203	207	1002	925	689	1871	1911	1952	2569	2687	2567	0.013920512	-0.066039032	-0.360591499	0.638395556	0.659549174	0.680776997		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	had	æ	h	n	d	C	1152.28	1152.43	151.74	210	220	222	894	899	738	1838	1761	1822	2442	2623	2735	-0.100126995	-0.094549735	-0.291888945	0.620600533	0.577804339	0.611857308		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	head	ɛ	h	n	d	C	285.53	285.59	60.96	262	264	266	730	690	549	2111	2102	2093	2753	2926	2895	-0.302788236	-0.359141172	-0.587734328	0.759084278	0.754811782	0.750520953		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	head	ɛ	h	n	d	C	788.83	788.90	73.71	218	215	214	626	606	573	2111	2117	2124	2523	2607	2395	-0.456482399	-0.488952784	-0.544947053	0.759084278	0.761922501	0.765223613		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	head	ɛ	h	n	d	C	1123.90	1123.97	71.65	234	240	242	702	644	513	2071	2112	2128	2743	2698	2834	-0.341899366	-0.428134044	-0.655556925	0.739954092	0.759557875	0.767105081		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	head	ɛ	h	n	d	C	1127.24	1127.31	70.71	244	241	241	696	635	501	2154	2152	2147	2574	2943	2971	-0.35048311	-0.442207771	-0.679226669	0.779249088	0.778320151	0.775994028		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	heed	i	h	n	d	C	421.34	421.44	99.77	233	232	233	324	350	371	2266	2346	2448	3024	3014	3011	-1.115089254	-1.037899615	-0.979630707	0.829938672	0.864634259	0.907193874		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	heed	i	h	n	d	C	830.67	830.81	144.92	223	225	224	317	374	333	2773	2649	2464	3338	3271	3058	-1.136930996	-0.971576972	-1.08769028	1.031852276	0.986104719	0.913708555		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	heed	i	h	n	d	C	967.75	967.87	121.21	209	208	209	406	405	401	2840	2738	2428	3361	3325	3352	-0.88947961	-0.891945703	-0.901871343	1.055726561	1.019150236	0.898990382		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hid	ɪ	h	n	d	C	110.88	110.97	94.76	249	255	261	475	496	497	2053	2223	2267	2490	2579	2371	-0.732517966	-0.689256843	-0.687242744	0.731224647	0.810780144	0.830379881		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hid	ɪ	h	n	d	C	714.34	714.48	141.72	215	214	211	466	486	479	2353	2324	2282	2865	3019	3019	-0.751647136	-0.709624146	-0.724132172	0.867613619	0.855212348	0.836974761		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hid	ɪ	h	n	d	C	1271.77	1271.85	84.50	212	208	206	458	466	424	2305	2255	2232	2594	2600	2504	-0.768963586	-0.751647136	-0.846099315	0.847003186	0.825072482	0.814820554		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hid	ɪ	h	n	d	C	7718.64	7718.72	80.52	243	241	236	466	480	468	1885	2257	2151	2388	2409	2358	-0.751647136	-0.722046666	-0.747364474	0.64585033	0.825959007	0.777855359		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hode	o	h	n	d	C	50.91	51.03	115.05	214	216	217	522	462	431	1477	1326	1386	2820	2818	2842	-0.638165182	-0.760267879	-0.82972468	0.401935513	0.294089401	0.33834441		n				JMR	Thu Mar 05 12:48:31 2015	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.4.04	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hode	o	h	n	d	C	560.29	560.42	131.03	237	224	222	471	449	441	1261	1357	1341	2838	2865	2834	-0.740974676	-0.788809882	-0.806787894	0.243827566	0.31719889	0.305338113		n				JMR	Thu Mar 05 12:48:31 2015	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.4.04	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hood	ʊ	h	n	d	C	69.33	69.41	75.77	237	236	236	478	476	468	1769	1911	2060	2780	2806	2878	-0.726222037	-0.730414916	-0.747364474	0.582336924	0.659549174	0.734628492		n				JMR	Wed Jul 16 22:24:26 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hood	ʊ	h	n	d	C	566.44	566.52	79.46	229	227	224	528	521	453	1828	1883	2044	2837	2885	2904	-0.626736486	-0.640082728	-0.779940644	0.615144982	0.644788759	0.726831181		n				JMR	Wed Jul 16 22:24:26 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	hood	ʊ	h	n	d	C	891.07	891.15	74.10	246	244	240	509	497	474	1938	1953	1974	2815	2801	2701	-0.663384753	-0.687242744	-0.734625448	0.673579023	0.681289161	0.69198445		n				JMR	Wed Jul 16 22:24:26 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	kay	e	k	y	t	#	303.11	303.30	193.73	--undefined--	217	228	414	466	450	2410	2364	2418	2973	2981	2891	-0.869966796	-0.751647136	-0.786585187	0.891549257	0.872277609	0.894863261		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	kay	e	k	y	t	#	543.33	543.53	199.03	--undefined--	224	221	682	469	437	2455	2378	2449	3160	2812	2805	-0.370803112	-0.745230001	-0.815899575	0.91004927	0.878182307	0.907602287		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	kay	e	k	y	t	#	1194.99	1195.21	220.62	--undefined--	230	216	633	471	443	2254	2421	2433	3125	3134	3109	-0.445362348	-0.740974676	-0.802263	0.824628925	0.896103187	0.901047573	wavers	n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	lag	æ	l	n	g	G	433.76	433.92	157.32	207	211	216	954	920	668	1773	1857	1915	3100	2893	2439	-0.035169098	-0.0714591	-0.391544596	0.584595536	0.630884791	0.661640132		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	lag	æ	l	n	g	G	508.03	508.20	164.75	206	208	217	877	927	694	1649	1764	1861	2767	2564	2318	-0.119325777	-0.063879204	-0.353360809	0.512091553	0.579506467	0.633036487		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	lag	æ	l	n	g	G	964.76	964.90	136.88	198	200	204	864	951	836	1691	1752	1824	2539	2557	2488	-0.134260001	-0.038318707	-0.167204157	0.537242579	0.572680502	0.612954401		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	leg	ɛ	l	n	g	G	124.18	124.27	94.14	217	225	230	709	570	461	1870	2102	2346	3226	3061	2823	-0.331977243	-0.550196409	-0.762434727	0.63786094	0.754811782	0.864634259		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	leg	ɛ	l	n	g	G	520.36	520.46	92.28	209	217	222	601	524	431	1966	2171	2294	2855	2945	2833	-0.497237835	-0.634341086	-0.82972468	0.687923531	0.7871104	0.842219528		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	leg	ɛ	l	n	g	G	1270.28	1270.36	87.33	200	202	205	662	567	412	1779	2049	2298	3039	3005	2844	-0.400567214	-0.555473466	-0.874809421	0.587973918	0.729274378	0.843961689		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	leg	ɛ	l	n	g	G	7736.05	7736.16	106.90	206	208	195	613	481	426	2001	2048	1891	2580	2691	2662	-0.477467834	-0.7199655	-0.841393424	0.705569565	0.728786216	0.649028299		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	leggings	ɛ	l	n	g	G	292.67	292.74	67.65	223	227	230	662	551	457	1874	2089	2423	2985	3056	2964	-0.400567214	-0.584097961	-0.771149379	0.639997693	0.748607992	0.896928951		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	leggings	ɛ	l	n	g	G	476.54	476.60	61.32	222	227	222	561	457	426	2028	2275	2396	3044	3182	3045	-0.566111864	-0.771149379	-0.841393424	0.718972595	0.833902562	0.885723189		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	leggings	ɛ	l	n	g	G	919.14	919.20	63.17	233	233	233	577	480	470	1901	2120	2365	3199	3098	2920	-0.537990503	-0.722046666	-0.743100075	0.654302573	0.763338598	0.872700531		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	magnet	æ	m	n	g	G	85.64	85.79	143.07	218	218	224	840	926	807	1935	1783	1940	2581	2444	2462	-0.162430878	-0.064958535	-0.202509102	0.672029836	0.590219848	0.674610482		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	magnet	æ	m	n	g	G	849.90	850.03	131.30	208	209	219	845	915	713	1945	1888	1996	2556	2570	2632	-0.156496143	-0.076908705	-0.326351349	0.677184486	0.647440577	0.703067687		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	magnet	æ	m	n	g	G	977.16	977.29	130.34	203	202	207	828	846	738	1954	1890	1975	2571	2418	2459	-0.176819615	-0.15531341	-0.291888945	0.681801063	0.648499338	0.692490907		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	magnet	æ	m	n	g	G	7685.07	7685.20	136.88	202	208	212	843	859	724	1950	1853	1912	2383	2490	2543	-0.158865812	-0.140063848	-0.311041377	0.679751882	0.628728456	0.660072324		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	measure	ɛ	m	n	ʒ	C	380.24	380.33	93.97	218	224	229	640	597	475	2064	2052	2059	3048	3062	3030	-0.434364594	-0.503915656	-0.732517966	0.736568357	0.730737436	0.734142937		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	measure	ɛ	m	n	ʒ	C	779.99	780.09	103.91	220	225	223	609	535	427	1978	1986	1969	2946	3116	2823	-0.484014502	-0.613566023	-0.839048757	0.694008742	0.698045075	0.689448309		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	measure	ɛ	m	n	ʒ	C	1075.45	1075.56	105.41	203	213	217	649	573	458	2073	2075	1988	3132	3157	3104	-0.420400053	-0.544947053	-0.768963586	0.740919343	0.741883663	0.699051617		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	nag	æ	n	n	g	G	41.42	41.61	187.05	212	214	210	804	990	810	2080	1766	1781	2159	2381	2456	-0.206233501	0.001872173	-0.198798522	0.744290403	0.580639611	0.589097513		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	nag	æ	n	n	g	G	808.97	809.13	166.61	193	196	197	809	886	816	1987	1813	1787	2542	2355	2380	-0.200033853	-0.109115819	-0.191418415	0.698548473	0.606905441	0.592460745		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	nag	æ	n	n	g	G	991.10	991.26	161.54	209	208	213	784	869	794	2000	1876	1908	2531	2568	2462	-0.23142375	-0.128489645	-0.218749309	0.70506969	0.64106436	0.657978082		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	nag	æ	n	n	g	G	7632.61	7632.81	196.96	224	231	226	708	804	713	1845	1693	1866	2605	2570	2621	-0.333388676	-0.206233501	-0.326351349	0.624401787	0.538424612	0.635719612		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	negative	ɛ	n	n	g	G	258.75	258.85	98.16	213	220	227	631	588	449	2245	2235	2354	3134	2941	2739	-0.448526907	-0.519105822	-0.788809882	0.82062803	0.816163737	0.868038518		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	negative	ɛ	n	n	g	G	552.19	552.27	83.85	210	215	222	647	598	457	2249	2302	2387	2966	2841	2730	-0.423486475	-0.502242016	-0.771149379	0.822408182	0.845700819	0.881959856		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	negative	ɛ	n	n	g	G	1084.68	1084.79	106.87	208	212	216	703	714	540	2179	2211	2349	3102	3018	2811	-0.340475878	-0.324949808	-0.60426363	0.790788565	0.805367411	0.865912215		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	odd	ɑ	t	n	d	C	333.69	333.88	187.05	214	222	226	873	875	692	1378	1524	1581	2850	2892	2716	-0.123897214	-0.121608884	-0.356246814	0.332555682	0.433260966	0.469980067		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	odd	ɑ	t	n	d	C	549.07	549.26	190.76	215	211	213	929	889	752	1423	1431	1711	2861	2878	2796	-0.061724031	-0.105735534	-0.273096446	0.364689828	0.37029601	0.549000504		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	odd	ɑ	t	n	d	C	1004.32	1004.50	176.57	213	211	213	941	861	745	1401	1340	1680	2631	2635	2543	-0.04888963	-0.137738265	-0.282448551	0.349108776	0.304592123	0.530716303		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	pagan	e	p	y	g	G	339.45	339.61	160.17	--undefined--	234	245	681	528	464	2300	2297	2549	3351	2789	2800	-0.372270464	-0.626736486	-0.755948218	0.844831632	0.843526433	0.947623635	"20 asp, midok"	n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	pagan	e	p	y	g	G	555.79	555.95	159.79	--undefined--	234	246	677	513	468	2230	2337	2551	3097	2941	2900	-0.378161497	-0.655556925	-0.747364474	0.813924095	0.860790565	0.948407948	"20 asp, midok"	n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	pagan	e	p	y	g	G	1243.94	1244.10	159.64	--undefined--	227	227	407	567	435	2362	2415	2554	2721	2932	2940	-0.887019584	-0.555473466	-0.820486739	0.871431227	0.893621796	0.949583267	"20 asp, midok"	n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	peg	ɛ	p	y	g	G	196.50	196.65	141.83	232	227	231	469	497	446	2441	2479	2677	2819	3060	2859	-0.745230001	-0.687242744	-0.795513818	0.904330301	0.919777762	0.996619274	"moved 20, vf"	n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	peg	ɛ	p	y	g	G	827.79	827.94	143.07	--undefined--	225	224	441	635	502	2252	2121	2146	2496	2808	2715	-0.806787894	-0.442207771	-0.67723265	0.823741219	0.763810185	0.775528153	"20 asp, midok"	n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	peg	ɛ	p	y	g	G	953.56	953.71	144.00	--undefined--	234	224	655	657	529	2054	2086	2203	3064	2784	2805	-0.411197534	-0.408148751	-0.624844338	0.731711621	0.747170866	0.801742577	"20 asp, midok"	n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	plague	e	l	n	g	G	172.15	172.24	87.95	226	227	229	598	488	444	2043	2257	2434	3149	2816	2761	-0.502242016	-0.705517364	-0.800008207	0.726341825	0.825959007	0.901458504		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	plague	e	l	n	g	G	839.74	839.85	112.72	217	215	215	541	475	425	2045	2101	2161	2689	2690	2949	-0.602413491	-0.732517966	-0.843743601	0.727320299	0.754335931	0.782493587		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	plague	e	l	n	g	G	1185.22	1185.37	150.50	225	223	224	544	440	413	2116	2301	2316	3112	2977	2926	-0.596883523	-0.809058043	-0.872385177	0.761450023	0.84526632	0.851764069		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	regular	ɛ	ɹ	n	g	G	232.69	232.75	56.98	215	216	219	617	582	446	1960	2107	2122	2408	2497	2532	-0.470963746	-0.529362322	-0.795513818	0.684866982	0.757187644	0.764281549		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	regular	ɛ	ɹ	n	g	G	639.37	639.44	68.13	217	219	217	568	447	352	1935	2036	1899	2278	2385	2392	-0.553711351	-0.793274175	-1.032201594	0.672029836	0.722909608	0.653249941		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	regular	ɛ	ɹ	n	g	G	1116.49	1116.57	76.18	212	214	221	613	586	416	1872	1978	2086	2265	2350	2430	-0.477467834	-0.52251298	-0.86514751	0.638929887	0.694008742	0.747170866		n	VF			VF				
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	say	e	s	n	t	#	442.69	442.85	152.49	211	207	208	542	445	421	2110	2446	2478	3126	3081	3036	-0.600566768	-0.797758488	-0.853199936	0.758610457	0.906376546	0.919374292		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SB69CF3P	wordlist	Seattle	West	Female	Caucasian	3	say	e	s	n	t	#	511.06	511.22	169.37	219	215	220	588	591	444	2052	2295	2386	2766	2875	2895	-0.519105822	-0.514016752	-0.800008207	0.730737436	0.842655353	0.881540833		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
