Speaker	Task	City	Region	Gender	Ethnicity	Generation	Word	Vowel	Preceding Phone	Aspirated	Following Phone	Following Class	Begin Time (s)	End Time (s)	Duration (ms)	F0 20%	F0 50%	F0 80%	F1 20%	F1 50%	F1 80%	F2 20%	F2 50%	F2 80%	F3 20%	F3 50%	F3 80%	Normalized F1 20%	Normalized F1 50%	Normalized F1 80%	Normalized F2 20%	Normalized F2 50%	Normalized F2 80%	Notes	Outlier	Checked By	Date	Settings	Analyst	Date	Settings	Praat Version	OS
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	head	ɛ	h	n	d	C	3465.67	3465.80	138.42	154	152	151	468	580	589	1993	1834	1760	2532	2416	2526	-0.747364474	-0.532804666	-0.517406586	0.70156355	0.618421883	0.577236318		n				JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	heed	i	h	n	d	C	2777.49	2777.73	234.84	149	147	145	288	269	283	2229	2217	2199	3095	3031	2972	-1.23287229	-1.30112139	-1.250385872	0.813475564	0.80807744	0.799925221		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	heed	i	h	n	d	C	3184.82	3185.02	209.02	157	142	139	291	269	276	2231	2273	2294	3345	3357	3241	-1.222509503	-1.30112139	-1.275431904	0.814372425	0.833023054	0.842219528		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	heed	i	h	n	d	C	3309.21	3309.38	169.66	167	162	160	326	306	308	2345	2338	2287	3098	3111	2858	-1.108935388	-1.172247668	-1.165732987	0.864207911	0.861218372	0.839163424		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	hid	ɪ	h	n	d	C	2331.27	2331.40	129.71	181	184	178	363	397	388	2115	1960	1780	2654	2507	2530	-1.001429936	-0.911896489	-0.93482743	0.760977322	0.684866982	0.588535873		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	hid	ɪ	h	n	d	C	3075.99	3076.11	119.73	163	161	159	342	425	467	2021	1886	1766	2486	2461	2503	-1.061022033	-0.843743601	-0.749503512	0.715514948	0.646380693	0.580639611		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	hid	ɪ	h	n	d	C	3597.13	3597.27	132.84	152	151	148	333	397	433	2025	1900	1765	2610	2558	2548	-1.08769028	-0.911896489	-0.825095042	0.71749221	0.653776395	0.5800732		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	hode	o	h	n	d	C	2923.15	2923.33	184.02	143	141	140	413	407	407	979	941	923	2040	2090	2103	-0.872385177	-0.887019584	-0.887019584	-0.009301127	-0.04888963	-0.068203535		n				JMR	Thu Mar 05 12:41:08 2015	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.4.04	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	hode	o	h	n	d	C	3246.62	3246.84	218.95	149	144	143	434	409	313	993	982	788	2109	2171	2155	-0.822788236	-0.882117614	-1.149629579	0.004897894	-0.006241462	-0.22633468		n				JMR	Thu Mar 05 12:41:08 2015	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.4.04	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	hood	ʊ	h	n	d	C	2271.95	2272.10	145.62	159	153	144	395	429	426	1097	1354	1660	2136	2146	1881	-0.916947005	-0.834375851	-0.841393424	0.10450169	0.314985684	0.518740111		n				JMR	Wed Jul 16 22:04:54 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	hood	ʊ	h	n	d	C	2930.08	2930.19	104.04	154	153	153	397	425	419	1288	1641	1641	2145	2193	2274	-0.911896489	-0.843743601	-0.85796185	0.265013137	0.507228321	0.507228321		n				JMR	Wed Jul 16 22:04:54 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	hood	ʊ	h	n	d	C	3243.49	3243.63	131.58	151	152	154	370	432	429	1390	1593	1669	2221	2261	2340	-0.982329764	-0.827407182	-0.834375851	0.341226256	0.47754154	0.524147154		n				JMR	Wed Jul 16 22:04:54 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	kay	e	k	y	t	#	2626.74	2627.10	363.80	150	156	156	396	448	328	2136	2072	2264	2414	2527	2801	-0.914418559	-0.791039537	-1.102819161	0.77085743	0.740436834	0.829055669		n	JMR	Wed Aug 06 14:42:35 2014	"Max formant: 5000 Hz, Number of formants: 5"	JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	kay	e	k	y	t	#	2906.33	2906.68	350.48	154	132	129	367	385	379	2032	2114	2223	2320	2630	2723	-0.990470922	-0.942589436	-0.958296565	0.720943039	0.760504397	0.810780144		n				JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	kay	e	k	y	t	#	3525.67	3525.99	315.97	--undefined--	143	141	507	420	387	2221	2221	2263	2477	2633	2569	-0.667321766	-0.855578059	-0.937408077	0.809880054	0.809880054	0.828613876		n				JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	lag	æ	l	n	g	G	2794.17	2794.43	258.53	125	129	128	477	408	392	2003	2039	2048	2637	2640	2603	-0.728316279	-0.884565595	-0.92457093	0.706568566	0.724382001	0.728786216		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	lag	æ	l	n	g	G	2880.05	2880.26	209.55	127	131	129	501	464	388	1873	2030	2111	2548	2719	2701	-0.679226669	-0.755948218	-0.93482743	0.639463933	0.719958302	0.759084278		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	lag	æ	l	n	g	G	3305.61	3305.82	210.27	127	129	132	497	476	401	1943	2056	2099	2581	2643	2613	-0.687242744	-0.730414916	-0.901871343	0.67615568	0.732684857	0.75338355		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	leg	ɛ	l	n	g	G	2353.30	2353.51	204.69	161	170	169	485	500	399	1861	2045	2140	2380	2522	2283	-0.711683879	-0.681224671	-0.906871353	0.633036487	0.727320299	0.772728338		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	leg	ɛ	l	n	g	G	3595.62	3595.82	203.24	132	132	128	481	472	392	1751	1990	2057	2467	2554	2560	-0.7199655	-0.738853784	-0.92457093	0.572109562	0.700057148	0.73317112		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	leggings	ɛ	l	n	g	G	2611.54	2611.68	145.99	129	133	137	450	486	385	1803	1913	2099	2435	2561	2599	-0.786585187	-0.709624146	-0.942589436	0.601374453	0.6605952	0.75338355		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	leggings	ɛ	l	n	g	G	2845.26	2845.39	128.72	132	138	139	492	500	407	1694	1838	2051	2517	2518	2418	-0.697354053	-0.681224671	-0.887019584	0.539015105	0.620600533	0.730249988		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	leggings	ɛ	l	n	g	G	3264.61	3264.74	126.62	133	139	146	496	509	372	1772	1987	2153	2468	2496	2460	-0.689256843	-0.663384753	-0.976938916	0.584031361	0.698548473	0.778784728		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	magnet	æ	m	n	g	G	2288.35	2288.51	162.58	144	164	178	463	476	382	1903	2001	2135	2402	2448	2505	-0.758105716	-0.730414916	-0.950412161	0.655354097	0.705569565	0.770389156		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	magnet	æ	m	n	g	G	3203.79	3203.94	151.74	140	146	145	477	511	408	1914	1970	2165	2539	2541	2469	-0.728316279	-0.65946318	-0.884565595	0.661117802	0.689956052	0.784342871		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	magnet	æ	m	n	g	G	3318.05	3318.20	148.13	149	154	170	476	475	356	1956	2025	2193	2634	2721	2451	-0.730414916	-0.732517966	-1.020902039	0.682824081	0.71749221	0.797192979		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	measure	ɛ	m	n	ʒ	C	2723.22	2723.39	169.75	130	138	142	445	453	411	1929	1936	1883	2550	2475	2466	-0.797758488	-0.779940644	-0.877239555	0.668924243	0.672546498	0.644788759		n				JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	measure	ɛ	m	n	ʒ	C	3136.26	3136.41	152.49	133	141	161	476	506	440	1920	1953	1850	2566	2530	2288	-0.730414916	-0.669296101	-0.809058043	0.664247695	0.681289161	0.627108148		n				JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	measure	ɛ	m	n	ʒ	C	3418.80	3418.94	131.67	147	155	156	436	449	395	1846	1868	1844	2379	2358	2218	-0.818190527	-0.788809882	-0.916947005	0.624943645	0.636790849	0.623859634		n				JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	nag	æ	n	n	g	G	2219.89	2220.17	286.76	132	133	124	413	467	419	1994	2075	2117	2513	2533	2547	-0.872385177	-0.749503512	-0.85796185	0.702065181	0.741883663	0.761922501		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	nag	æ	n	n	g	G	3165.73	3165.98	247.85	127	131	129	438	445	389	1991	2024	2114	2488	2512	2474	-0.813613859	-0.797758488	-0.932253426	0.700559534	0.716998261	0.760504397		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	nag	æ	n	n	g	G	3330.06	3330.29	231.23	127	129	130	486	433	386	2032	2091	2148	2607	2622	2616	-0.709624146	-0.825095042	-0.9399954	0.720943039	0.74956493	0.776459686		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	negative	ɛ	n	n	g	G	2564.46	2564.59	132.23	131	138	140	449	491	407	1859	1929	2143	2738	2722	2744	-0.788809882	-0.699388642	-0.887019584	0.631961218	0.668924243	0.774129226		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	negative	ɛ	n	n	g	G	2914.56	2914.69	126.45	126	137	142	502	523	423	1983	1955	2078	2596	2576	2562	-0.67723265	-0.636251306	-0.848460591	0.696533359	0.682312703	0.743328402		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	negative	ɛ	n	n	g	G	3426.43	3426.54	111.28	139	144	149	433	465	412	1931	1999	2124	3007	2675	2314	-0.825095042	-0.753795364	-0.874809421	0.669960513	0.704569565	0.765223613		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	odd	ɑ	t	n	d	C	2661.16	2661.51	353.34	147	140	133	587	564	653	902	1097	1421	2328	2320	2362	-0.52080795	-0.560778518	-0.414255641	-0.09121825	0.10450169	0.363283358		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	odd	ɑ	t	n	d	C	2911.19	2911.49	296.26	134	127	124	653	607	517	917	1032	1343	2222	2271	2249	-0.414255641	-0.487303979	-0.647789895	-0.074725298	0.043421176	0.306828427		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	odd	ɑ	t	n	d	C	3342.20	3342.53	320.83	150	141	145	608	696	695	968	1085	1355	2200	2253	2160	-0.485657888	-0.35048311	-0.351920924	-0.020600683	0.093502496	0.315723963		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	pagan	e	p	y	g	G	2669.76	2669.97	214.87	142	147	142	424	478	389	1881	1883	2072	2370	2307	2500	-0.846099315	-0.726222037	-0.932253426	0.643726059	0.644788759	0.740436834	"not in asp, vf"	n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	pagan	e	p	y	g	G	2918.09	2918.30	204.49	136	129	130	430	456	403	1880	2001	2038	2363	2669	2426	-0.832047561	-0.77333996	-0.896896208	0.643194286	0.705569565	0.723891444	"20 asp, midok"	n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	pagan	e	p	y	g	G	3567.54	3567.74	203.05	--undefined--	169	169	663	513	478	1937	1873	2025	2421	2478	2478	-0.39905778	-0.655556925	-0.726222037	0.673062894	0.639463933	0.71749221	"20 asp, midok"	n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	peg	ɛ	p	y	g	G	2467.22	2467.49	270.97	--undefined--	151	140	384	446	398	2047	1977	1998	2446	2410	2437	-0.945190217	-0.795513818	-0.909380765	0.728297816	0.693503053	0.704069189	"20 asp, midok"	n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	peg	ɛ	p	y	g	G	3182.04	3182.27	234.12	--undefined--	156	144	464	480	411	1948	1976	1998	2422	2480	2381	-0.755948218	-0.722046666	-0.877239555	0.678725714	0.692997108	0.704069189	"moved 20, vf"	n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	peg	ɛ	p	y	g	G	3294.01	3294.23	217.50	--undefined--	158	154	666	517	435	2034	1962	2048	2374	2438	2325	-0.394543099	-0.647789895	-0.820486739	0.721926807	0.68588687	0.728786216	"20 asp, midok"	n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	plague	e	l	n	g	G	2426.31	2426.56	249.43	149	144	127	459	434	422	1767	1961	2106	2233	2428	2503	-0.76678256	-0.822788236	-0.850827456	0.581205702	0.685377056	0.756712923		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	plague	e	l	n	g	G	3194.23	3194.44	211.65	134	137	136	520	454	397	1855	1889	2101	2396	2501	2588	-0.642003958	-0.777735572	-0.911896489	0.629807205	0.647970098	0.754335931		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	plague	e	l	n	g	G	3517.10	3517.30	195.67	145	143	140	492	439	402	1789	1912	2063	2590	2440	2481	-0.697354053	-0.811333357	-0.899380681	0.593579314	0.660072324	0.736083743		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	regular	ɛ	ɹ	n	g	G	2520.41	2520.51	95.10	141	144	142	484	412	326	1816	2023	2156	2248	2408	2331	-0.713747863	-0.874809421	-1.108935388	0.608558789	0.716504067	0.780177162		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	regular	ɛ	ɹ	n	g	G	3009.01	3009.10	95.38	144	149	148	457	413	321	1861	1988	2153	2375	2521	2521	-0.771149379	-0.872385177	-1.124391647	0.633036487	0.699051617	0.778784728		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	regular	ɛ	ɹ	n	g	G	3457.19	3457.28	94.66	143	150	155	480	452	414	1814	1837	2101	2472	2494	2797	-0.722046666	-0.78215059	-0.869966796	0.607456861	0.620056315	0.754335931		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	say	e	s	n	t	#	2804.43	2804.79	360.80	129	128	124	402	377	363	2052	2077	2196	2638	2575	2659	-0.899380681	-0.963587582	-1.001429936	0.730737436	0.742847054	0.798560033		n				JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	say	e	s	n	t	#	3512.55	3512.83	273.58	142	143	141	421	412	387	1948	2126	2239	2516	2593	2627	-0.853199936	-0.874809421	-0.937408077	0.678725714	0.766164789	0.817951847		n				JMR	Tue Jul 29 12:10:56 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	vague	e	v	n	g	G	2280.02	2280.32	301.13	135	134	128	453	462	408	1838	2043	2135	2465	2637	2570	-0.779940644	-0.760267879	-0.884565595	0.620600533	0.726341825	0.770389156		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	vague	e	v	n	g	G	3042.90	3043.16	262.30	132	141	145	467	476	408	1907	2010	2179	2539	2664	2627	-0.749503512	-0.730414916	-0.884565595	0.657453836	0.710057231	0.790788565		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	vague	e	v	n	g	G	3601.96	3602.23	270.47	133	136	131	482	469	396	1899	1980	2101	2639	2572	2602	-0.717888656	-0.745230001	-0.914418559	0.653249941	0.695019354	0.754335931		n	VF			VF				
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	who'd	u	h	n	d	C	2973.56	2973.72	166.29	147	151	153	296	298	305	1653	1376	1467	2231	2270	2263	-1.205473316	-1.198739283	-1.175520993	0.514514328	0.331103249	0.395142008		n				JMR	Wed Jul 16 22:04:54 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
SE76CM2U	wordlist	Seattle	West	Male	Caucasian	2	who'd	u	h	n	d	C	3574.32	3574.50	181.00	155	155	155	302	306	308	1196	1346	1398	2212	2284	2243	-1.185405752	-1.172247668	-1.165732987	0.190905165	0.30905974	0.346965153		n				JMR	Wed Jul 16 22:04:54 2014	"Max formant: 5500 Hz, Number of formants: 6, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.79	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	awed	ɔ	t	n	d	C	2739.99	2740.19	199.21	239	192	193	546	610	651	1050	1130	1463	2950	2858	2732	-0.593213794	-0.482373813	-0.417323128	0.060712673	0.134140142	0.392411631		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	awed	ɔ	t	n	d	C	2998.24	2998.42	174.01	--undefined--	196	107	494	590	726	1222	1271	1631	3000	2943	2855	-0.693297253	-0.515710233	-0.308282755	0.21241137	0.251726501	0.501115833		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	awed	ɔ	t	n	d	C	3041.58	3041.76	179.06	--undefined--	198	--undefined--	506	572	617	1139	1233	1577	3064	2891	2679	-0.669296101	-0.546693778	-0.470963746	0.142073194	0.221372733	0.467446817		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	babble	æ	b	n	b	C	2165.35	2165.45	101.10	164	164	162	615	711	916	1969	1814	1653	2909	2913	2907	-0.474210502	-0.32916034	-0.075816405	0.689448309	0.607456861	0.514514328		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	babble	æ	b	n	b	C	2314.93	2315.02	98.85	174	170	173	637	700	707	1835	1758	1584	2853	2881	2910	-0.439063114	-0.344752435	-0.334802104	0.618966991	0.576099308	0.471875803		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	babble	æ	b	n	b	C	2425.49	2425.61	114.41	189	191	197	620	801	897	1821	1693	1556	2757	2791	2815	-0.466113292	-0.209971823	-0.096776908	0.61130831	0.538424612	0.454040935		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	babe	e	b	n	b	C	2232.05	2232.18	128.48	164	169	172	423	411	402	2434	2523	2505	2946	2954	3009	-0.848460591	-0.877239555	-0.899380681	0.901458504	0.937371179	0.930211244		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	babe	e	b	n	b	C	2280.47	2280.59	112.73	168	167	166	495	491	473	2414	2534	2469	2915	2986	2926	-0.691275007	-0.699388642	-0.736737381	0.893207632	0.941721591	0.915735719		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	babe	e	b	n	b	C	2567.63	2567.76	129.04	168	169	175	488	495	404	2343	2506	2446	2995	2969	2960	-0.705517364	-0.691275007	-0.894417892	0.863354669	0.930610366	0.906376546		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bad	æ	b	n	d	C	2389.08	2389.26	179.59	187	200	218	568	791	762	2364	2001	1778	3069	3093	3051	-0.553711351	-0.222534802	-0.259886214	0.872277609	0.705569565	0.587411646		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bad	æ	b	n	d	C	2451.02	2451.16	145.34	193	207	232	560	534	628	2194	2115	2123	2964	2705	3063	-0.567895986	-0.615436931	-0.453292603	0.797648871	0.760977322	0.764752692		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bad	æ	b	n	d	C	2962.02	2962.20	185.43	206	207	197	589	591	632	2190	1926	1941	2854	2972	2959	-0.517406586	-0.514016752	-0.446943376	0.795824053	0.667367822	0.675125813	hoarse	n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bag	æ	b	n	g	G	2696.25	2696.40	154.08	181	184	184	692	760	620	2092	2020	2041	2871	2805	2716	-0.356246814	-0.262514337	-0.466113292	0.750043055	0.715020021	0.725362393		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bag	æ	b	n	g	G	2934.93	2935.12	187.79	205	197	201	614	859	556	1888	1855	1972	2901	2859	2742	-0.475837842	-0.140063848	-0.575064476	0.647440577	0.629807205	0.690970765	"creaky, vf"	n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bag	æ	b	n	g	G	3043.52	3043.65	129.71	192	211	211	481	644	551	2097	1980	2122	2924	2778	2580	-0.7199655	-0.428134044	-0.584097961	0.752430261	0.695019354	0.764281549		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bagel	e	b	n	g	G	2206.46	2206.58	121.39	168	169	170	484	480	440	2304	2535	2441	2939	3082	2858	-0.713747863	-0.722046666	-0.809058043	0.846569252	0.942116146	0.904330301		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bagel	e	b	n	g	G	2269.27	2269.37	99.77	186	186	185	499	480	442	2398	2477	2525	2974	2905	2981	-0.683226674	-0.722046666	-0.804522888	0.886557566	0.91897066	0.938163572		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bagel	e	b	n	g	G	2573.60	2573.73	123.87	168	176	182	471	474	447	2356	2439	2424	2864	2727	2865	-0.740974676	-0.734625448	-0.793274175	0.868887775	0.903510628	0.897341577		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bathe	e	b	n	ð	C	2235.71	2235.88	170.50	177	179	179	427	465	391	2549	2562	2434	3022	3040	2977	-0.839048757	-0.753795364	-0.92712521	0.947623635	0.952710713	0.901458504		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bathe	e	b	n	ð	C	2383.49	2383.65	166.37	163	167	173	473	470	489	2389	2520	2335	3056	3048	3024	-0.736737381	-0.743100075	-0.70347028	0.882797377	0.936181411	0.8599344		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	bathe	e	b	n	ð	C	2534.78	2534.92	143.49	171	172	175	497	460	414	2350	2355	2312	2834	2918	2888	-0.687242744	-0.76460628	-0.869966796	0.866337837	0.868463237	0.85003546		n	JMR	Sun Aug 03 13:28:44 2014	"Max formant: 5500 Hz, Number of formants: 4"	JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	beg	ɛ	b	n	g	G	2311.00	2311.14	139.68	199	198	198	550	601	468	2106	2168	2303	2794	2964	2879	-0.585914492	-0.497237835	-0.747364474	0.756712923	0.785727593	0.84613513		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	beg	ɛ	b	n	g	G	2980.29	2980.41	125.35	199	200	202	574	572	395	2267	2233	2315	2988	3059	2892	-0.543203374	-0.546693778	-0.916947005	0.830379881	0.815268482	0.851332197		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	beg	ɛ	b	n	g	G	3036.39	3036.49	104.07	201	201	210	498	569	442	2221	2244	2309	2965	2993	2926	-0.685232693	-0.551952336	-0.804522888	0.809880054	0.820182497	0.848737039		n	VF			VF				
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	beige	e	b	n	ʒ	C	2221.68	2221.83	155.49	167	170	181	472	460	389	2495	2592	2532	3012	2980	2911	-0.738853784	-0.76460628	-0.932253426	0.926211238	0.964352288	0.940932013		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
SH18CF2K	wordlist	Seattle	West	Female	Caucasian	2	beige	e	b	n	ʒ	C	2331.66	2331.83	176.69	170	168	168	478	485	418	2036	2528	2455	2871	3020	3040	-0.726222037	-0.711683879	-0.860351337	0.722909608	0.939350985	0.91004927		n				JMR	Tue Jul 29 11:20:14 2014	"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 75-500 Hz, Window length: 0.025 s"	5.3.82	Windows
